,source,target
260043,he's a crook.,this is a scam.
556410,i had to break a goddamn window to get in the house.,i had to break the window to get in!
173203,i'll take any man wants to kick the shite out of the japs and the huns.,i'll take anyone who wants to give it to the nips and the skops.
307801,girl do you want to stab my eye with the needle?,baby you wanna stick it in my eye?
449839,i hate you. let him play with your friends.,let him play with your friends.
452128,four women in the car—the operative didn't have the stomach to kill 'em.,the four girls in the car-agent didn't have the stomach to dispose of them.
280334,come on matthew punch.,go matthew strike.
210458,he won't even try a bloody bullet catch.,he won't even try to catch his bullets.
113218,imagine the shit it would be if bope worked... against corrupted representatives as it works against drug dealers. get the gun down boy. who's in charge of this operation?,imagine if bope was interfering with a corrupt agent as much as against a drug dealer. drop the gun to the boy. who's in charge of this operation?
49723,maybe he got a rash on his buttocks.,maybe he's got diapie rash.
268122,thanks for sucking on my candy cane.,thanks for licking my sugar.
252345,vitamin k deficiency is bullshit.,vitamin k deficiency's a bust.
93194,stop looking at me goddammit.,stop looking at me.
572100,yeah? did you have sex with me?,did you sleep with me?
1374,then put it in your fucking pants!,just put it in your pants! - no.
269501,keep your fucking hands on those guns!,lance keep your hands away from the guns.
474691,oh right because i'm supposed to lead some piss-poor demon army.,sure 'cause i'm supposed to lead some poor demon army.
301294,and my aunt ida was always there with her goddamn mistletoe hat.,and they never missed aunt ida's hat-lined mistletoe.
385868,because he makes stupid bets with dangerous people.,because he's gambling with dangerous people.
429322,what the hell happened to you?,what happened to you man?
573847,i'm fucked!,i'm pissed!
265767,this baby totally sucks!,yeah this baby is a total mess!
545200,what's the damn word again?,what was the word?
568579,"it's like uh the only trust fall when you sing is that i ""trust"" that a piece of poop is gonna ""fall"" out of my son's butt.",yeah it's like the only fall of confidence in your singing is that i believe my son is out of poop.
105282,what the hell are you guys doing?,what's the matter with you guys?
491822,are you calling us cunts?,are you calling us that?
169051,she's smart and rude and funny and... rude...,she's smart and... and mean and funny and...mean.
487233,son of a bitch…,son of a...
269041,he fucked up the personal favor i'm doin' for don carlo.,we're gonna do a personal service to don carlo.
25857,you think the cross drunken kids and killing mosquitoes is fun.,you think screaming drunk kids and leprechauns doing backflips that's fun.
69035,why are you a thief jack?,why do you steal jack?
435791,come on god damn it!,come on for chrissakes!
19368,i'm afraid the savior of iran is dying.,i'm afraid iran's great savior might be dying.
350768,do you think i'm stupid?,don't you think i can?
481967,goddamn it i told you to... ...steer that boat straight!,for god's sake i told you to drive straight!
83527,damn ned what did that dyke tell you?,what has that bull dyke been telling you?
383547,'master you sent me to the whorehouse.,"""master you sent me to the brothels."
512812,you really don't want to shoot him sean.,you're not gonna shoot him sean.
324813,what the fuck jordan?,what are you doing jordan?
274429,he's got syphilis and herpes.,she's got syphil-herpe.
491751,now what pig?,what now?
399672,it stinks in here.,stinks in there.
228100,"""we all know how strict gay can be but where do we take the dead woman's body?""",you've seen how accurate gay can be but where do we get a freshly-dead corpse to replace maureen?
497994,because a woman has a right to choose who she has sex with.,a woman has the right to choose a partner.
219762,you didn't threaten to break his legs and then crush him into powder?,you didn't threaten him to break his legs and spread them to dust?
492983,"""fuck stick""?","""pee-pee""?"
448909,let's get sick of each other.,let's get each other.
457159,take your ass with you.,take your boy with you. yeah.
396719,take that woman-fish for the prison.,close the ryb to jail.
255165,"i'll send you to siberia and never return. ""","i'll send you to siberia. you'll never get out."""
500426,"the ""hope that fuckerdoesn't break my heart again"" diamond.","a diamond called ""i hope it doesn't make it again."""
457661,in fact i don't even know why we couldn't stab them now.,in fact i don't know why we're not impaling them right now.
118887,we're gonna get a dead man's suede machine.,gonna grab some of dead eddie's heavy-duty machines.
109254,i'm painting my sister's bike bitch.,i'm cutting my sister's bike man.
531277,a heathen clutched his own arm stared stupidly as it came off in his hand and went to his knees.,one pagan took his arm stared dully as he separated from his body and fell to his knees.
479399,’i expect you had to shoot the horse ' said simmonds.,"""i guess you probably shot that horse "" said simmonds."
366091,if undecided for the bath he would have to shoot five hundred yards to the patio.,if by the end of it they had not come down to the lake he would just have to take his chance at the patio and five hundred yards.
512279,they're totally evil.,they're really bad.
259421,just clean this shit up all right?,clean this place up will you?
11666,he sat there day after day looking guilty as hell.,he sat there daily as the embodiment of guilt.
30645,if you're my subconscious i have to say you're kind of egotistical.,if you're my subconscious i've gotta say you're a little full of myself.
7806,what... i mean if you need any shit... i could always pick it up for you.,well... if you need something... i can get it for you.
224922,what i don't understand and what is ridiculous is how this office spends all of their time chasing decent policemen.,what is funny and peculiar to me is how this office spends all its time going after decent cops.
228729,you're such a sweet pussy.,you're such a sweet little kitty.
138942,you said it was bullshit.,you said it was useless.
285372,my husband has been fucking at least one woman on the side ever since before our wedding.,my husband had drunk at least one woman before our wedding.
396828,steven was wielding an axe and chasing me like a fool!,steven is carrying his battle axe and chasing me ...
193513,we could die.,we're dead.
5615,bodine recently found out his typical rude laugh buttocks sounds more german chah chah.,bodine finds presently that his characteristic gross laugh hyeugh hyeugh has grown more german tjachz tjachz.
420667,you bastard. -you changed tactics on me!,you changed your tactics!
362038,except for sex pizza and human blood he has no interests.,except for sex pizza and human blood means nothing.
183549,she told you i was a premature ejaculator?,did she tell you about an early statement?
201136,this isn't love it's sport fucking.,it's not love it's showbiz.
423283,hey mickey what the hell are you doing?,mickey what are you doing?
442920,they said if i don't get something he's gonna put me in an upper class... which i would you know really don't want to be treated like crap.,they said if i don't turn something in... then they're going to stick me back in remedial... which i'm just you know not in the mood... to be treated like dirt.
490965,shit let's go to the party.,hell let's go to a party.
504363,no it's not sarah in the fucking morgue.,no it's not sarah at any morgue.
177153,we have word from many places that the whites are coming.,we learn from many places that white people come.
268808,i'd never let a woman kick my ass.,i'd never let a woman do that.
501250,i've always hated you it's true.,i've always resented you it's true.
391717,'ridiculous 'said jazz after a moment ' but you felt like a woman who can bite and scratch.,'funny ' jazz said after a moment 'but you struck me as a woman who'd bite and scratch a lot.'
93746,asshole. i told you i wanted the watch.,i said i want my watch.
513189,got to staff up get the right client list. it's not just get the car and put asses in the seats.,running it getting the right clients...... is not enough to just buy a car and sit behind the wheel.
331259,but when el sapo comes in he's a killer he's got no fucking idea who i am.,but if el sapo comes he's a hit man-- he has no clue who i am.
180936,"it rhymes with ""no school "" ""very cool "" ""no dick "" and ""i'm good at what he does... ool.""","it rhymes with ""no school "" ""too cool "" ""ain't no fool "" and ""i'm the best that there is at what i do... ool."""
160874,i'll stick to black.,i'll just stick with the black.
26658,why the hell didn't you tell me it's so bad with my brother?,why the hell didn't you tell me my brother was this far gone?
169699,joffrey told me you stopped your carriage on blessed ass on your way back from the seaside this morning.,joffrey tells me you stopped your carriage at flea bottom on your way back from the sept this morning.
44265,i guess we ran out of ways to tell about you screwing strippers.,i guess we've run out of ways to tell everyone that you're sleeping with strippers.
99024,this better be the last time my ass travels through time.,that was the last time i traveled through time.
275149,why the fuck are you so interested?,why do you care so much?
485292,now get lost you bum.,now get lost little brother.
544351,i don't have time for this bullshit.,i don't have time for this.
100376,and a few moments later a long line of pigs came out of the house door.,and a moment later out from the door of the farmhouse came a long file of pigs all walking on their hind legs.
545238,you had a gun to his head.,he was pointing his gun at him!
58317,open this door god-damn it!,then open the door!
400344,"""point is sugar-babe if we don't get our asses in gear we ain't never gonna make it off ""n the base.","""the point is sugar that if we don't move we'll never get out of the base."
491503,somebody fix the goddamn audio.,somebody fix that noise!
560048,it ended up with everybody naked and finally making gay pots of coffee in the kitchen and princess on the kitchen floor naked with her knees clasped in her arms lying on her side just for nothing just to do it then finally she and i took a warm bath together in the bathtub and could hear alvah and japhy discussing zen free love lunacy orgies in the other room.,in the end it turned out that we were all naked and in the kitchen we cooked an incredible cup of coffee the princess lay naked on the floor and hugged her knees and knees just like that and in the end we took a hot bath together in the bathroom and i heard alvah discuss with japhym about the bizarre zen orgies of free love.
459060,that woods stinks with cossacks.,this forest smells of goats.
356100,did you see sharks last time? oh fuck!,did you see the sharks when you were there?
39629,throw them out.,will you throw them out?
141137,and your neck.,and neck.
260382,"""day of the moron""?",day of the moron?
415879,i should've told him to mind his own damn business!,i should have told him to take care of himself!
239564,they flayed him until his back split open.,he was whipped until his back completely opened.
238374,so i want to shoot you down there get you on some rocks clump of trees...,so i want to take you down here i'm gonna put you on the rocks by the trees... clyde clyde we're not taking pictures today.
259069,first thing i do when i get in the majors... ...is bang one of those chicks on desperate housewives.,the first thing i do when i get into the league is...... i'm gonna sleep with one of those desperate housewives.
13843,i hate your eyes which are hotter than the stars...,i despise your eyes more fiery than the stars.
148089,that guy was really sick.,the guy was really sick.
248230,she spent the last year in a smelly baggy.,she spent her final years alone in a dank smelly nursing home
360343,brianna... you know damn well i ain't gonna let shit happen to him right?,brianna... you know i won't let anything happen to him.
176528,the minute he ejaculated the management ended.,in the moment he ejected his management finished.
320128,you and i will find the kid who shot me.,you and i are gonna find the kid that torched me.
389379,if we don't get him to a doctor he will die.,if we don't bring a doctor to him he dies.
140594,drunk women luxurious toilets and a room full of free coats.,got drunk ladies fancy bathrooms and a room full of free coats.
548907,when a horse comes we kill the horse.,if a horse comes we slay the horse.
262286,"these ""said wagee and his clowns "" they're supposed to know better.","these "" and he glowered at wage and the joe boys ""should know better."
154076,you're stoned.,you're drunk.
263026,and the thug prince walesky.,and that same sword-and-buckler prince of wales.
553253,why do you kill them?,why are you shooting the chooks?
346694,no scientific bullshit.,okay? no science talk.
498522,he's convinced that you're in on this or your daughter will be useless to us.,convince him you're in on it or i have no more use for you or your daughter.
468760,you're being a nerd.,you're being facetious.
478763,or i'll have fun with your girlfriend.,or have fun with your girlfriend.
497464,you are but you're rotten in computers and sports.,you don't understand computers or sports.
511401,shot him in his doorway.,they shot him through the door.
404105,when i find her i'll twist her...,when i find her i'm gonna wring her...
268811,listen where the hell were you last night?,hey where were you last night?
446616,fucking right i'm paranoid... ...because you motherfuckersare following me!,i'm being paranoid because you guys are watching me!
325199,han you might have catfished your mom?,han did you try the catfish on your mom?
180601,"your buddhism has turned you into a hypocrite ray and you're even afraid of your normal healthy orgy of taking your clothes off. ""","your buddhism has made you mean ray and makes you even afraid to take your clothes off for a simple healthy orgy."""
34358,the damn smoke is going to your eyes.,bloody smoke gets in your eyes.
458500,you fuck me because once you have a problem you follow me.,i'm pissed off because every time you have a problem you come to me.
188378,defeat him.,beat him.
234287,he took the stranger jerked her to her side and broke the rapist's wrist.,he gripped the hand snapping it back breaking the wrist.
18675,drop the piece turn the fuck around.,throw it away and turn around.
62900,i'll cut him with a madrigal next year.,i'm going to plant it with madrigal next year.
196004,i told you to burn!,i said fire at them! fire!
37131,you will fight these english philistines and you'll win.,you will fight the english filipinos and you will prevail.
402804,screw it!,leave it! oh!
492391,you wanna scare the shit out of us?,are you trying to scare us?
11299,he didn't kiss her he was more likely to wipe it ran over her lips and licked my wrist with his tongue.,he didn't so much kiss my hand as nuzzle it rub it along his cheek trace his tongue over my wrist.
322344,if you intellectuals had been asked all of serbia would have gone to hell long ago.,if you could think of yourself intellectuals a whole serbia would go a long way.
242229,you're supposed to fry for margarine.,you need margarine to saute the mushrooms.
233786,look i'll do the best i can but i don't promise... fuck him.,look i'll do my best but i can't promise anything.
462057,that's what the fuck i'm talking about!,that's what i'm talking about.
448170,here check this shit out.,hey check it out.
397047,but he shouldn't be in new york. kissing madison avenue's ass.,but he shouldn't be in new york and kissing madison avenue.
252242,get a bloody doctor!,get a hell of a doctor.
317226,my son is dead and you motherfuckers don't want to let me see him.,my son's dead and you pricks won't let me see him.
8579,"""you must have lost your mind young man "" she said.","she said in a venomous tone: ""you must be out of your senses young man."""
453888,why do you want to stay here so that chevrolet can stick your dick on your hat?,why you want to stay just so chevy can put a feather in your cap?
277671,listen at lunch i spit in some skinhead's eye.,look at lunch i fluffed one of the skins in the eye.
117569,fucking do him.,finish him.
323335,but some of you and this is the group that no one ever comes into career day and addresses and it's criminal some of you are just gonna float along eating spicy foods humming black people's music into your s.,but some of you and that's a group that no one will ever see in a lecture on your choice and that's criminal some of you will just hang out eat spicy foods roll black music into your s.
316351,how was it possible to kill her in a tram?,how did they manage to kill her in a tram?
551815,you get harold here or their death will be your fault.,get harold down here or both their lives are on you.
325235,be a jerk. i'd go in but i'd have to keep my injury dry.,i'd go there but my injuries must be dry.
321979,if somebody some girl in an awful-looking hat for instance comes all the way to new york--from seattle washington for god's sake--and ends up getting up early in the morning to see the goddam first show at radio city music hall it makes me so depressed i can't stand it.,if anyone - for example a girl in a bad hat - is going all the way to new york - all the way from seattle to washington for chrissake! - just so she can get up early in the morning and go to the first show in radio city it makes me so depressed that it's not to be delivered.
333681,love is not blind but it's often stupid.,well love isn't just blind.
243163,now shut up.,now keep quiet.
343589,i know it's stupid but can you please help me get the theater?,i know this is horrible but would you just please could you help me so i can get through this?
22345,he wanted to lift beretta and shoot her but he found himself paralyzed.,he tried to raise the beretta and return fire but he discovered that he was paralyzed.
269538,if you save catkin i'll take you to the devil's gate if you want to go.,if you save catkin i will guide you to the devil's door if that's where you wanna go.
88992,"""damn i forgot how much fun a nice browning could be.""","""oh i've forgotten how much pleasure it is to shoot from a good browning """
206580,you've been asking me too often and i'm damn sick of it.,you're asking me very often and i'm sick of it.
279867,what the hell are we supposed to do?,what do you want us to do?
436942,melodramatic twaddle.,melodramatic gibberish.
571638,kensi-- all this woman has told us is a lie.,kensi-- everything that woman just told us was a lie.
147857,it's got that thing where the blacks are like you know really really really black and the...,it's got a thing that does black like you know really really black and...
302416,oh bullshit! what kind of a people cheat santa claus?,how can anyone cheat santa claus?
113413,i told them they came here sometimes with their dirty boyfriend!,i told them she came here sometimes with her dirtball boyfriend!
198978,where are your fucking priorities?,where have your priorities gone?
191013,get rid of that guy mom.,chase away that guy mom.
74422,there's no time for a plastic surgery to look perfect so we're gonna have to get you a little bloodied.,well there's no time for plastic surgery to make him look perfect so we're gonna have to settle for bloodying you up a bit.
158835,"""fuck you "" said louis.","""butt out "" louis said."
19639,johnny fucking vang?,johnny vang?
54890,i said stupid things today.,i've been saying terrible things today.
387958,an extra bullet for each of the lovers.,an extra bullet per lover.
331179,probably out back with a busboy smoking a big fat dookie.,he'll probably be in the back with a cleaner smoking a big fat bambino.
21289,you mean since you sold my ass down the river?,you mean since you betrayed me and sold me out?
162716,star sex : the wrath of cunt.,star sex kundy's wrath.
298808,we know she was used to kill that witness in the street.,we know it was used to kill the female witness on the street.
525346,ted italy doesn't need anything so crumpled red corroded and smelling of booze and drugs.,ted... italy doesn't need something that is wrinkled red and leaky and smells like booze and narcotics.
279563,when he had uttered the names of all these devils he fell face down a whitish saliva drooling from his twisted mouth and the clenched rows of his teeth.,as soon as he called out the names of all the devils he fell to the ground and there was a bleating foam running out of his twisted mouth and teeth.
174431,don't be a dick; let me get an autograph.,don't make jokes just an autograph.
311234,hey green boob.,hey green boots.
549832,this time. i can't bring myself to tell him to shut up.,now i'm not going to be able to tell him to keep his mouth shut.
147160,they killed a man for you.,you got a man killed.
553566,another point that that jerk high ridge seems to overlook... or worse she thought bitterly but then the familiar ebbing of anger suppressed him.,yet another point that ass high ridge seems able to effortlessly ignore . . . or worse she thought bitterly then brushed the familiar surge of anger aside.
17473,i've stolen the damn recipe and i've spent the last years looking for secret ingredients.,so i stole the great recipe and i spent the last years searching for the secret ingredient!
527538,two of my words with the right black ears a couple of crates of booze and you're going home next plane.,a word or two from me in the right black ear a couple of cases of krug and you'd be on the next plane back home.
88148,ben help me. if he dies everybody on that boat dies.,ben help me. if he dies everyone will die on the ship.
460632,one final symbolic kick in the nuts. not that i let it bother me.,a symbolic final kick to the ball. not that i'm worried about.
163345,cappy if you can do it i'll pay you steffi nash to make her your tits.,cappy you pull this off l'il pay steffi nash to let you do her up the poo.
259730,if i were at her place i'd get rid of you too.,if i were her i would avoid you too.
246489,the train stopped at the station and a bunch of other lumps and breasts in t-shirts announced their arrival.,the train pulled into the station and a contingent of t-shirted chests and breasts announced their arrival with shouts of recognition.
203725,beat them out in these forests.,we can't beat them in these parts.
5314,we could have killed ourselves.,we could have been killed.
479787,give a lunatic a paintball gun and you'd expect a jackson pollock,give a crazy paintball gun and one was expecting complete colour orgies.
337161,i dug my nails into the loam and shot myself forward.,i dug the claws into the dirt and fired behind it.
219335,attack us...... before we attack them.,to attack us before we attacked them.
430708,batiatus holds him captive with the intention of killing him.,batiatus holds him captive with intent of murder.
286559,on the other hand one of your characters (the protagonist’s old maid aunt for instance) really might say oh sugar instead of oh shit after pounding her thumb with the hammer.,on the other hand some of your characters (for example the aunt of an old maid's lead hero) can really be called into the squaddle's place to hell when praising a hammer to an inch.
322518,i wannahit something that can't fucking move!,i'm a drag on anyone who can't move!
232004,mike how much would it take... for someone to run over your nuts?,mike how much would you like from someone to run the ball?
576576,he's got a diseased heart.,he has a heart condition.
151006,"""your father has changed; i might as well let you starve.",'your father went soft; i would have let you starve.
206799,if it spreads i fear humans will once again hunt and kill us.,if they spread i'm afraid humans will hunt us again.
506356,i said a dollar bitch!,i told the dollar.
295165,ugh it's black?,well is it black?
49324,nobody's gonna fucking sue you!,no one will sue you!
553658,stay the hell away from my husband.,leave my husband alone!
356365,if i didn't have you...... i'd be a loser.,and i have only you. without you... i'd be like a beggar.
338521,you know spies. bunch of bitchy little girls.,you know spies-a bunch of little chatty little girls.
515651,he was hitting the bastards at least as often as they were hitting fearless but saladin was so damned tough she didn't even seem to notice and he was down to nine tubes.,he was at least as often as they were fearless at least as often as they were but saladin was so damned resistant that he didn't even notice it and he had only nine copies left.
206611,did i ever bust his balls?,did i ever bother him?
397526,lucas fuck!,lucas...
531996,and you morons are no better!,and you pendejos are no better.
156444,i mean doesn't he needa tetanus shot or something?,do you need a tetanus shot or something?
317217,i swear to god i'm gonna fucking hit somebody before this day's over.,i swear that someone will break before the night arrived.
11434,come on give me your leg.,now extend your leg.
263091,if they don't like you they'll make your life miserable.,there's four of them and if they don't like you... they make your life a nightmare!
483595,what? kristina i am so horny for you.,kristina i'm so excited for you.
379891,this is obviously a crook.,this is obviously an imposter.
413410,are you a pussy?,are you chicken? huh?
252798,hey dude are you gonna piss me off?,hey buddy are you trying to piss me off?
304314,now you pay for your gun and fuck off before i hurt you.,just pay for your gun and get out before i hurt you.
79954,'altunin's death would be very useful.,"""altunin's death was most convenient for them."
974,it's uh... i lived on the road... took uh crap jobs that nobody else wanted.,i was always on a route taking a job that nobody else was.
459315,i can't wait for this shit.,i can't wait for people to find out.
110510,what the fuck...?!.,what are you...?!
134956,get rid of my misery.,marcone: get them out of my misery.
153100,eventually we put them in a position to vote the most once in years - a bunch of clowns attempting to intervene in our politics and would you calmly throw away these gains?,now we've got them to a point where they just vote once every five years for which buffoons will try to interfere with our policies and you are happy to see all that thrown away?
231312,so you used me to get this fucking case dropped?,did you use me to pull the case?
358958,shit i thought they'd get us.,i thought they'd get us.
541137,then he crumpled into a little wrinkled heap and died.,then he cringed into the clubhouse and died.
80478,you've been here for two hours before you've screwed up.,you have held two hours before causing that everything exploded.
1292,you're sloppy chloe. i've got thousands of samples of your dna from all the times you've spied on me.,i have thousands of samples of your dna from the way you tracked me.
509904,i killed them all with a bug bomb.,i've killed every wasp spray.
274968,i would shut your mouth julia.,you better be quiet julia.
123451,another man banging your wife while you were in a coma.,a different guy was driving your wife while you were in a coma.
250085,this fat cow gets rubbed in a beautiful round and becomes a national superstar.,this fat cow gets transformed into a beautiful fawn and she becomes a national superstar.
382208,you want me to knock you to the ground?,you want me to knock you down?
315284,come on ya bum.,come on you weasel.
405354,i think you've really lost your mind bro.,i think you are seriously losing it bro.
76284,to you... for getting rid of that vile man.,for you to get rid of the bad guy.
460271,well it ain't goin' in your ass cheeks that's for sure.,well it's not going on your cheeks that's for sure.
212233,you will step in and die.,you come back in... he dies.
120503,whoever killed gorkon is bound to attempt another assassination.,whoever killed gorkon will be tried for another assassination.
517743,me and jackson had you pegged as a pedophile. right jackson? probably guilty of that too.,because i and jackson had you for a paedophile right jackson?
557210,there's nothing for looters once the mexicans nationalize.,there's nothing for pelvic ground when mexico nationalizes.
149903,"""if he hadn't cleaned up the poor bastards he'd have done it.""",`if he hadn't exploited the poor someone else would have done so.'
531853,my teacher used to wonder how i was so good at fucking maths and fuck-all else.,the teacher was wondering how i could be so good at math.
504534,it's not that fucking hard ithuriel.,it's not that hard ithuriel.
6114,is that because your mom thinks you're gay?,is it about your mum thinking you're gay?
79402,"""there should be dorks in so many flying fish "" the old man said leaning into the line to test whether the fish would be cut short.",“with so much flying fish there should be dolphin ” he said and leaned back on the line to see if it was possible to gain any on his fish.
211129,what kind of bullshit is that?,what kind of rumor is that?
102200,you talk such nonsense.,you say nonsense.
124584,i'm their clown!,i'm their mascot!
370947,maybe when it's just a baby who hasn't learned how to kill.,maybe when it's iust a babyand it hasn't really learned to kill yet.
458899,if that was so almond joy would've killed you once she had the codex.,if you were right a joker would take you away once the codex was done.
132568,shut up.,just be quiet.
482780,where did you get so much celtic crystals midget?,where did you get so many kelvic crystals little one?
306264,to learn how to shoot police patrols.,learn police shift times.
123661,because she fucked blunt?,'cause she was screwing blunt?
180486,i'm sick of british food.,i'm sick of english food.
523065,the guy was a criminal.,the guy was a criminal. i don't know.
386143,and a year later he goes back to the reno and he steps up on that stage... and plays the best motherfucking solo the world has ever heard.,and a year later he's going back to reno taking the stage and playing the best solo ever.
215379,and i think-- i think that you feel the same way. because that night after i left you didn't fuck lester.,and i think...... i think you feel the same way about the night i left with lester.
83780,it's damn cold.,it's freezing cold.
204933,if you masturbate you'll go blind.,if you don't stop. you go blind.
421686,i screwed up.,i messed up.
287479,give them a little psychology then beat them up.,give them a little psychology and then it's finished.
274862,find your wife. get the hell outta there.,find your wife and get out of there.
549727,of course she expected me to be stunned on my butt and she was quite outraged and disappointed when i didn't.,of course she expected me to fly backward around the room in shock and was considerably put out when i didn't.
182790,pretty white nurses will give you blow jobs if you pay them.,and the white nurses will give it to you if you pay enough.
44467,you're a pig?,are you a cop?
344172,and every time you don't answer i'll cut you off.,and every time you don't give me answers i'm gonna cut something off.
358759,'and with the greatest possible respect neagley i'm thinking about your ass.','and with all due respect neagley i'm thinking of your back.'
298203,i described him as a skinny bony vampire.,i described the thin skeletal vampire.
308520,i'm gonna turn you upside down like an old glove.,i'm gonna turn you inside out like a pair of gloves.
116030,bannor has caused the death of too many ranyhymen and he has become a traitor.,banner is here because he has caused the deaths of so many ranyhyn that he has become a betrayer.
337966,he screwed you both.,he betrayed you.
42870,the damn blade was obviously dead but the dragon snake did not vanish as it was before the bat and titan.,the cursed blade was dead apparently but the dragon-snake had not vanished as had the tytan and the bat.
336222,you have to put drops... in her eyes every minutes or they'll dry out and the lids will stick to the balls.,you have to drip into her eyes every ten minutes or she'll dry up and the lids stick to her eyeballs.
424582,i should have cooked the shit i was gonna cook.,i should have cooked what i originally wanted.
399927,you think another motherfucker know what you need to do?,do you need someone to tell you what to do?
45884,and i guess i owe you a shot.,and i'd say i owe you an attempt.
64456,i could clean up this parking lot with his butt.,i'm gonna sweep this parking lot.
548534,shouldn't we bust the kids?,should we take the kids in?
419479,you tell me this shit just fell out your pocket man.,tell me it fell out of your pocket man.
172673,that's a pile of horse manure son.,that's a lot of horse manure son.
160231,you're an asshole and you're a super-big jerk!,you're a jackass and you're a super-size jackass.
226096,and we shall flay the skin from his body and use horses to tear him apart!,and we'll withdraw it from the skin and let them rip the horses!
293697,you're being a heartless fucking...,you act like a heartless...
25783,"off with you to hell so you can for once eat your fill of the crumbs from your former masters!""",away to hades to eat bits of old masters once upon a time! '
204495,you're going to hurt tomorrow.,tomorrow you're gonna be sore.
319294,you picked the wrong night to spit in my face little one.,you picked the wrong night to get in my face little man.
518981,fuck off!,agh back off!
292307,you think i'm gonna bore you with routine crap?,don't you think i'll bore you with some routine?
138655,muslim mosque s.r.o.,muslim mosque incorporated.
51345,one of those tan women's women in roniah blew her mouth off when i threw it on her.,one of the tanu women at the roniah party spilled a lot when i put it to her nicely.
209859,you're a convicted felon.,you are convicted felons?
553642,i don't need my balls to be malloy.,i don't need bear beans to be malloy.
309424,what the crap is going on?,what the hell happened?
543416,"""stupid operators keep asking you where you're calling from and you try and tell them letchworth and they say you couldn't be if you're coming in on that circuit.","""the silly phone calls keep asking where you call and if you tell them letchworth they'll tell you it's not possible you couldn't call from the perimeter."
535065,the democratic convention of was probably... the most fucking time i've ever had in my life.,you know the ' democratic convention... was probably the most bitchin'time i ever had in my life.
125730,they didn't show up until mr. blonde started shooting everybody.,the cops didn't show up until mr. blonde started shooting.
205072,killing is a good way to stop those voices eh?,killings a good way to get the voices to stop huh?
199531,what do whackos like that want with us?,what do these weirdos want from people like the two of us?
552044,he broke in and killed everyone!,he broke in and he murdered everyone!
173497,or this knife will pluck them out and cast them to the crows.,or this knife will be removed and tossed.
28113,... but their leader was a vampire.,...but the leader was upir.
198474,you're a bad person.,you're a bad guy.
496463,"not an ""idiot trap""!","not ""past to fool."""
82804,what the hell was that?,what was that all about?
497827,two girls who love the same man want to kill each other.,two girls who love the same man want each other.
263599,the only people on the street observant are cops and criminals.,the only ones paying attention on the street are the cops and the criminals.
551279,little shitbox i'm driving man we can barely hold us three and our gear. i don't know.,my little kraksna is barely carrying three of us and our things.
19446,i think i have some jerky boys.,i think i have jerky boys there.
413717,i agree with that senator sanitorium who says if we let this stuff go too far pretty soon we'il be fucking dogs.,i agree with that senator sanatorium he says if we let it go too far we'll be showcasing the dogs pretty soon.
441836,"you're lying your ass off aren't you?""",you're lying when your mouth is shut aren't you? '
473286,your parents must have fucked up.,your parents must've had a cow huh?
25008,yinzhen and the doctor were a monster.,the monster killed both hyeon-jeong and doc
88278,methane gas in the head soldiers it's worse to live here than to die...,methane in the heads of troops it's worse to live here than to die.
187584,look at the backside.,look on the back.
288033,so we're loading it up so you can make some disgusting english pie?,we're hefting these aroundso you can make some nasty english pie?!
402168,jesus mac who gives a shit?,jesus mac who cares?
246874,aliens don't exist.,there's no such thing as aliens.
66732,i'm a failure... as a lover and a psychologist.,i failed as a lover and as a psychologist.
12494,i assure you...... we will find the man who tried to kill you and we will do anything for it.,i assure you... we will find the man who tried to have you assassinated no matter what we have to do.
51764,gay show-shock at the staffelsee?,"""gay show-shock"" in staffelsee?"
564420,earlier we were ready to go get crazy at a stupid break battle.,before we were ready to be crazy and go to the break dance competition.
185100,dad are you crazy?,papa are yöu mad?
18007,all fucking right.,all right all right!
123923,or maybe he'll suffocate.,or maybe he'il choke.
72882,he shot two of the fattest pulled them down and gutted and took them back to camp.,he took down the two plumpest skinned them and gutted them brought them back to the camp.
389163,my little treasure no man is worth the sacrifice that we are foolish enough to pay for love.,: : --> : : my little gem no man is worth the sacrifices we are crazy enough to pay for their love.
524342,i mind when my dad stabbed coleman in the back.,i wasn't comfortable when daddy stabbed coleman in the back.
498254,miles: in all the letters this is going to be the bitch of the bunch,of all the letters this is going to be the hardest dog in the pack.
418138,he could easily have killed himself.,he could've died easily. - yeah.
252407,i'm not going to let you die.,i won't let my aunt die.
93333,hold tight you bastard,hold him tight!
97490,show them your tongue so i can see them.,tongues where i can see them please.
471152,a little porn on the porch.,throwing a little porno in the driveway
59424,the robokiller waited in the doorway clicking humming hissing and wishing he could kill someone.,the killerbot waited in the doorway and clanked to itself hissing steam and probably wishing that it was killing something.
272169,why don't you guys both stop acting like a couple of pussies... ...and go at the same time huh?,why don't you guys...... stop obsessing about how little kids and you don't start at the same time?
440409,hey jack. your girls here seem to have a thing... for this sissy in his sissy hat.,hey jack it seems like you like this cute little girl in the hat.
242850,yeah cabrera and turkel two sons of bitches.,yeah cabrera and turkel two lowlifes.
38380,your status as a traitor might improve should you choose... to cooperate with the united states army.,your status as a traitor may be improved if you are willing to cooperate with the united states army.
388730,when they heard the pathetic cry of a very small scream that the mother had just died.,and that's when they heard the pitiful cries of a very small hedgehog whose mother just died.
46756,she hates his guts.,he hates him.
